"","participant.id_in_session","participant.code","participant.label","participant._current_page_name","participant.time_started_utc","age","gender","education","income","dataScience","dataTeach","1.player.rating0","1.player.vignetteNumber","1.player.order_behavior_types","2.player.rating0","2.player.vignetteNumber","2.player.order_behavior_types","3.player.rating0","3.player.vignetteNumber","3.player.order_behavior_types","4.player.rating0","4.player.vignetteNumber","4.player.order_behavior_types","5.player.rating0","5.player.vignetteNumber","5.player.order_behavior_types","6.player.rating0","6.player.vignetteNumber","6.player.order_behavior_types","7.player.rating0","7.player.vignetteNumber","7.player.order_behavior_types","8.player.rating0","8.player.vignetteNumber","8.player.order_behavior_types","9.player.rating0","9.player.vignetteNumber","9.player.order_behavior_types","10.player.rating0","10.player.vignetteNumber","10.player.order_behavior_types","11.player.rating0","11.player.vignetteNumber","11.player.order_behavior_types","12.player.rating0","12.player.vignetteNumber","12.player.order_behavior_types","13.player.rating0","13.player.vignetteNumber","13.player.order_behavior_types","14.player.rating0","14.player.vignetteNumber","14.player.order_behavior_types","15.player.rating0","15.player.vignetteNumber","15.player.order_behavior_types","16.player.rating0","16.player.vignetteNumber","16.player.order_behavior_types","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.electricity","total_co2","conservative_liberal","age_year","climate_change_concern1","climate_change_concern2","climate_change_concern3","climate_change_concern4","policy_item1","policy_item2","policy_item3","policy_item4","policy_item5","policy_item6","policy_item7","policy_item8","policy_item9","policy_item10","policy_item11","policy_item12","cc_concern.mean","conservative_liberal.binary","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","policies.subsidies","policies.taxes"
"134",134,"g5vregyx","5e07b62f3ccda211e4485812","end","2023-10-27 15:58:07.393228",54,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,8,3,"['Recycling', 'Diet', 'Food', 'Electricity', 'Vacation', 'Commute']",4,6,"['Commute', 'Vacation', 'Diet', 'Electricity', 'Food', 'Recycling']",6,8,"['Recycling', 'Electricity', 'Diet', 'Food', 'Vacation', 'Commute']",1,0,"['Food', 'Recycling', 'Commute', 'Diet', 'Vacation', 'Electricity']",3,1,"['Recycling', 'Commute', 'Diet', 'Electricity', 'Food', 'Vacation']",5,14,"['Food', 'Diet', 'Electricity', 'Vacation', 'Commute', 'Recycling']",5,12,"['Commute', 'Electricity', 'Recycling', 'Food', 'Diet', 'Vacation']",3,13,"['Diet', 'Food', 'Commute', 'Electricity', 'Recycling', 'Vacation']",9,15,"['Electricity', 'Vacation', 'Commute', 'Food', 'Diet', 'Recycling']",7,5,"['Recycling', 'Commute', 'Diet', 'Electricity', 'Vacation', 'Food']",5,11,"['Electricity', 'Vacation', 'Diet', 'Commute', 'Food', 'Recycling']",8,7,"['Electricity', 'Vacation', 'Food', 'Diet', 'Commute', 'Recycling']",7,9,"['Vacation', 'Electricity', 'Recycling', 'Commute', 'Food', 'Diet']",7,2,"['Diet', 'Recycling', 'Food', 'Vacation', 'Electricity', 'Commute']",8,4,"['Recycling', 'Food', 'Diet', 'Electricity', 'Commute', 'Vacation']",3,10,"['Food', 'Commute', 'Diet', 'Electricity', 'Vacation', 'Recycling']",-0.22,-0.0575,1.234,1.0872,0.1555,0.0729,0.36,1.294697,3.6,5,1969,5,6,5,6,7,5,5,4,6,5,5,6,4,7,7,4,5.5,"left-leaning",5.41666666666667,6,4.5,5.5,5.5,5.5,5.5,6.33333333333333,4.5
"135",135,"ch4oac42","596e6e5cd7919800014b49b8","end","2023-10-27 15:58:09.726622",48,"Male","Compulsory education","30.501£ to 45.000£",1,1,5,3,"['Food', 'Electricity', 'Recycling', 'Commute', 'Diet', 'Vacation']",4,10,"['Commute', 'Recycling', 'Electricity', 'Vacation', 'Diet', 'Food']",6,13,"['Commute', 'Recycling', 'Diet', 'Electricity', 'Food', 'Vacation']",6,11,"['Commute', 'Electricity', 'Diet', 'Vacation', 'Food', 'Recycling']",6,9,"['Commute', 'Food', 'Vacation', 'Electricity', 'Recycling', 'Diet']",7,8,"['Commute', 'Vacation', 'Diet', 'Food', 'Recycling', 'Electricity']",6,12,"['Food', 'Diet', 'Recycling', 'Commute', 'Vacation', 'Electricity']",4,7,"['Recycling', 'Commute', 'Electricity', 'Food', 'Vacation', 'Diet']",4,2,"['Diet', 'Food', 'Commute', 'Recycling', 'Electricity', 'Vacation']",4,6,"['Commute', 'Food', 'Vacation', 'Recycling', 'Electricity', 'Diet']",6,5,"['Recycling', 'Diet', 'Electricity', 'Commute', 'Vacation', 'Food']",2,0,"['Commute', 'Vacation', 'Diet', 'Food', 'Electricity', 'Recycling']",6,15,"['Recycling', 'Diet', 'Vacation', 'Commute', 'Food', 'Electricity']",7,14,"['Diet', 'Food', 'Commute', 'Recycling', 'Vacation', 'Electricity']",2,1,"['Commute', 'Food', 'Vacation', 'Recycling', 'Electricity', 'Diet']",3,4,"['Commute', 'Diet', 'Food', 'Electricity', 'Recycling', 'Vacation']",-0.33,-0.0575,2.282,1.0872,0.1555,0.0729,0,0.6988837,3.9,3,1974,3,3,3,3,7,1,5,4,4,2,1,5,3,7,5,4,3,"left-leaning",4,4,4.5,3,3,5,4.5,5.5,2.5
"136",136,"6ra0a6m2","5caa0d17f1622b001256f767","end","2023-10-27 15:58:16.864269",39,"Female","Compulsory education","< 18.000£",1,1,3,4,"['Commute', 'Food', 'Diet', 'Electricity', 'Vacation', 'Recycling']",5,6,"['Recycling', 'Commute', 'Diet', 'Food', 'Vacation', 'Electricity']",4,5,"['Vacation', 'Commute', 'Diet', 'Recycling', 'Electricity', 'Food']",2,1,"['Commute', 'Food', 'Electricity', 'Recycling', 'Vacation', 'Diet']",4,12,"['Diet', 'Electricity', 'Commute', 'Vacation', 'Food', 'Recycling']",2,0,"['Diet', 'Electricity', 'Recycling', 'Commute', 'Food', 'Vacation']",3,10,"['Electricity', 'Food', 'Commute', 'Recycling', 'Diet', 'Vacation']",3,11,"['Commute', 'Food', 'Electricity', 'Diet', 'Vacation', 'Recycling']",4,15,"['Diet', 'Electricity', 'Food', 'Recycling', 'Commute', 'Vacation']",3,3,"['Diet', 'Recycling', 'Commute', 'Vacation', 'Electricity', 'Food']",4,9,"['Electricity', 'Commute', 'Vacation', 'Recycling', 'Diet', 'Food']",4,13,"['Recycling', 'Vacation', 'Food', 'Commute', 'Diet', 'Electricity']",3,7,"['Commute', 'Recycling', 'Diet', 'Food', 'Electricity', 'Vacation']",4,14,"['Commute', 'Electricity', 'Diet', 'Food', 'Vacation', 'Recycling']",4,8,"['Diet', 'Commute', 'Electricity', 'Recycling', 'Vacation', 'Food']",3,2,"['Electricity', 'Food', 'Recycling', 'Commute', 'Vacation', 'Diet']",-0.22,-0.0575,2.282,1.0872,0,0,3.59,0.1031,6.8,4,1984,5,6,6,6,6,3,3,2,6,3,3,6,2,6,6,2,5.75,"left-leaning",4,4.5,2.5,4.5,4.5,4,4,5.5,2.5
"137",137,"mw3t9ocd","560925acd7def20005b7362a","end","2023-10-27 15:58:27.980392",55,"Male","Higher education (Bachelor, Master, PhD)","23.001£ to 30.500£",1,1,7,14,"['Vacation', 'Commute', 'Diet', 'Food', 'Recycling', 'Electricity']",5,13,"['Commute', 'Recycling', 'Food', 'Vacation', 'Diet', 'Electricity']",4,6,"['Diet', 'Vacation', 'Electricity', 'Food', 'Recycling', 'Commute']",7,5,"['Diet', 'Recycling', 'Commute', 'Electricity', 'Vacation', 'Food']",3,1,"['Electricity', 'Diet', 'Vacation', 'Food', 'Recycling', 'Commute']",4,7,"['Recycling', 'Electricity', 'Diet', 'Vacation', 'Food', 'Commute']",5,2,"['Electricity', 'Food', 'Vacation', 'Commute', 'Diet', 'Recycling']",5,10,"['Food', 'Electricity', 'Diet', 'Recycling', 'Vacation', 'Commute']",2,0,"['Diet', 'Recycling', 'Electricity', 'Food', 'Commute', 'Vacation']",5,12,"['Commute', 'Diet', 'Recycling', 'Electricity', 'Vacation', 'Food']",5,9,"['Diet', 'Commute', 'Vacation', 'Food', 'Recycling', 'Electricity']",4,4,"['Electricity', 'Vacation', 'Diet', 'Recycling', 'Food', 'Commute']",5,11,"['Electricity', 'Vacation', 'Food', 'Diet', 'Recycling', 'Commute']",5,3,"['Vacation', 'Recycling', 'Food', 'Electricity', 'Commute', 'Diet']",6,8,"['Commute', 'Recycling', 'Diet', 'Electricity', 'Food', 'Vacation']",6,15,"['Recycling', 'Food', 'Commute', 'Diet', 'Electricity', 'Vacation']",-0.22,-0.0575,1.431,3.27168,0.1555,0.0729,0.36,1.294697,5.9,4,1968,4,5,5,5,7,3,6,4,5,3,2,5,3,5,5,5,4.75,"left-leaning",4.41666666666667,5,5,4,3.5,4,5,5.5,3.33333333333333
"138",138,"ecn3iq7a","60be448c7a00c44fbb47500e","end","2023-10-27 15:58:30.121768",32,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,8,1,"['Food', 'Diet', 'Vacation', 'Electricity', 'Commute', 'Recycling']",8,15,"['Diet', 'Commute', 'Recycling', 'Food', 'Vacation', 'Electricity']",5,2,"['Diet', 'Vacation', 'Food', 'Electricity', 'Recycling', 'Commute']",3,9,"['Recycling', 'Vacation', 'Commute', 'Food', 'Diet', 'Electricity']",4,12,"['Food', 'Vacation', 'Diet', 'Electricity', 'Commute', 'Recycling']",5,5,"['Food', 'Diet', 'Electricity', 'Recycling', 'Vacation', 'Commute']",5,10,"['Food', 'Vacation', 'Recycling', 'Commute', 'Electricity', 'Diet']",4,4,"['Commute', 'Electricity', 'Vacation', 'Recycling', 'Diet', 'Food']",3,6,"['Diet', 'Recycling', 'Electricity', 'Food', 'Commute', 'Vacation']",4,3,"['Commute', 'Food', 'Recycling', 'Electricity', 'Diet', 'Vacation']",8,14,"['Food', 'Vacation', 'Recycling', 'Electricity', 'Commute', 'Diet']",4,7,"['Commute', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Diet']",2,0,"['Electricity', 'Diet', 'Recycling', 'Food', 'Commute', 'Vacation']",6,8,"['Electricity', 'Food', 'Vacation', 'Commute', 'Diet', 'Recycling']",5,11,"['Food', 'Diet', 'Recycling', 'Electricity', 'Commute', 'Vacation']",6,13,"['Electricity', 'Commute', 'Diet', 'Vacation', 'Food', 'Recycling']",-0.22,-0.0575,2.282,0.2726,0,0,0,0.6988837,3,5,1990,4,5,4,4,3,3,6,1,7,1,1,7,6,6,7,4,4.25,"left-leaning",4.33333333333333,3,3.5,4,4,6,5.5,6,2.66666666666667
"139",139,"c1o7onkl","5fd4d10b2f970406fe63ad96","end","2023-10-27 15:58:37.761177",59,"Male","Compulsory education","23.001£ to 30.500£",1,1,5,3,"['Diet', 'Food', 'Electricity', 'Vacation', 'Recycling', 'Commute']",3,1,"['Recycling', 'Commute', 'Vacation', 'Diet', 'Food', 'Electricity']",2,2,"['Commute', 'Diet', 'Electricity', 'Recycling', 'Food', 'Vacation']",3,10,"['Electricity', 'Vacation', 'Recycling', 'Commute', 'Food', 'Diet']",5,6,"['Electricity', 'Recycling', 'Food', 'Diet', 'Vacation', 'Commute']",7,13,"['Diet', 'Food', 'Electricity', 'Commute', 'Vacation', 'Recycling']",8,15,"['Commute', 'Food', 'Recycling', 'Diet', 'Vacation', 'Electricity']",6,8,"['Diet', 'Electricity', 'Food', 'Vacation', 'Recycling', 'Commute']",8,11,"['Diet', 'Recycling', 'Food', 'Electricity', 'Commute', 'Vacation']",7,9,"['Electricity', 'Commute', 'Diet', 'Food', 'Vacation', 'Recycling']",5,4,"['Electricity', 'Recycling', 'Vacation', 'Commute', 'Diet', 'Food']",5,7,"['Diet', 'Food', 'Recycling', 'Electricity', 'Commute', 'Vacation']",1,0,"['Electricity', 'Vacation', 'Recycling', 'Food', 'Diet', 'Commute']",7,12,"['Commute', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Diet']",6,14,"['Commute', 'Diet', 'Vacation', 'Recycling', 'Electricity', 'Food']",7,5,"['Recycling', 'Food', 'Diet', 'Electricity', 'Vacation', 'Commute']",-0.33,-0.0575,2.282,0,0,0,0,0.6988837,2.6,4,1964,5,5,6,6,7,7,6,7,7,4,5,6,7,7,6,7,5.5,"left-leaning",6.33333333333333,7,6.5,5.5,5.5,7,6.5,6.5,6.16666666666667
"140",140,"5bqcql5c","637f8e8b4aab8c4f8af7e09b","end","2023-10-27 15:58:40.229967",49,"Male","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,3,7,"['Electricity', 'Diet', 'Recycling', 'Vacation', 'Food', 'Commute']",5,2,"['Vacation', 'Recycling', 'Commute', 'Electricity', 'Food', 'Diet']",6,15,"['Vacation', 'Food', 'Diet', 'Electricity', 'Commute', 'Recycling']",4,9,"['Diet', 'Electricity', 'Recycling', 'Commute', 'Vacation', 'Food']",2,1,"['Electricity', 'Diet', 'Recycling', 'Commute', 'Food', 'Vacation']",4,4,"['Diet', 'Recycling', 'Commute', 'Electricity', 'Vacation', 'Food']",4,5,"['Diet', 'Vacation', 'Recycling', 'Commute', 'Food', 'Electricity']",4,11,"['Diet', 'Electricity', 'Food', 'Commute', 'Vacation', 'Recycling']",2,0,"['Recycling', 'Food', 'Electricity', 'Diet', 'Vacation', 'Commute']",4,13,"['Commute', 'Vacation', 'Diet', 'Food', 'Recycling', 'Electricity']",5,8,"['Food', 'Recycling', 'Electricity', 'Diet', 'Commute', 'Vacation']",7,14,"['Electricity', 'Vacation', 'Commute', 'Recycling', 'Food', 'Diet']",4,6,"['Commute', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Diet']",4,12,"['Commute', 'Recycling', 'Electricity', 'Food', 'Diet', 'Vacation']",3,10,"['Diet', 'Food', 'Electricity', 'Commute', 'Vacation', 'Recycling']",4,3,"['Electricity', 'Recycling', 'Diet', 'Vacation', 'Food', 'Commute']",-0.11,-0.0575,1.053,3.27168,0,0,0,0.6988837,4.9,5,1974,2,5,6,5,7,1,4,2,5,2,2,7,4,7,7,2,4.5,"left-leaning",4.16666666666667,4,3,3.5,4.5,5.5,4.5,6.16666666666667,2.16666666666667
"141",141,"34skmehx","59baa4f5178f1b00018289b2","end","2023-10-27 15:58:51.818376",57,"Male","Further education","23.001£ to 30.500£",1,1,2,7,"['Diet', 'Recycling', 'Electricity', 'Commute', 'Vacation', 'Food']",2,3,"['Vacation', 'Recycling', 'Food', 'Diet', 'Electricity', 'Commute']",2,15,"['Vacation', 'Electricity', 'Diet', 'Commute', 'Food', 'Recycling']",2,13,"['Commute', 'Recycling', 'Diet', 'Electricity', 'Vacation', 'Food']",2,4,"['Diet', 'Vacation', 'Food', 'Recycling', 'Commute', 'Electricity']",2,12,"['Vacation', 'Diet', 'Electricity', 'Food', 'Recycling', 'Commute']",2,5,"['Food', 'Electricity', 'Commute', 'Recycling', 'Diet', 'Vacation']",2,9,"['Food', 'Diet', 'Vacation', 'Commute', 'Recycling', 'Electricity']",2,6,"['Recycling', 'Food', 'Diet', 'Commute', 'Vacation', 'Electricity']",1,0,"['Electricity', 'Commute', 'Recycling', 'Food', 'Diet', 'Vacation']",2,8,"['Recycling', 'Commute', 'Diet', 'Vacation', 'Food', 'Electricity']",2,14,"['Vacation', 'Recycling', 'Food', 'Electricity', 'Commute', 'Diet']",2,2,"['Electricity', 'Vacation', 'Food', 'Recycling', 'Commute', 'Diet']",2,10,"['Food', 'Diet', 'Recycling', 'Electricity', 'Commute', 'Vacation']",1,1,"['Recycling', 'Electricity', 'Commute', 'Food', 'Diet', 'Vacation']",2,11,"['Food', 'Diet', 'Electricity', 'Vacation', 'Recycling', 'Commute']",-0.22,-0.0575,2.282,0.2726,0,0,0,1.294697,3.6,6,1965,1,2,2,2,5,1,1,1,4,1,1,4,1,5,6,1,1.75,"right-leaning",2.58333333333333,3,1,2.5,2.5,3,3.5,4.16666666666667,1
"142",142,"647344pc","56a80408c89737000b22bd37","end","2023-10-27 15:58:53.271383",48,"Male","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,5,13,"['Vacation', 'Commute', 'Food', 'Diet', 'Electricity', 'Recycling']",3,4,"['Electricity', 'Vacation', 'Recycling', 'Food', 'Diet', 'Commute']",6,6,"['Commute', 'Vacation', 'Food', 'Electricity', 'Recycling', 'Diet']",7,14,"['Diet', 'Electricity', 'Food', 'Vacation', 'Commute', 'Recycling']",4,9,"['Food', 'Commute', 'Diet', 'Recycling', 'Vacation', 'Electricity']",5,8,"['Diet', 'Recycling', 'Vacation', 'Commute', 'Electricity', 'Food']",1,1,"['Electricity', 'Food', 'Recycling', 'Diet', 'Commute', 'Vacation']",1,0,"['Electricity', 'Recycling', 'Vacation', 'Diet', 'Commute', 'Food']",5,5,"['Commute', 'Recycling', 'Food', 'Diet', 'Vacation', 'Electricity']",2,10,"['Commute', 'Diet', 'Food', 'Recycling', 'Vacation', 'Electricity']",5,12,"['Recycling', 'Electricity', 'Vacation', 'Food', 'Commute', 'Diet']",7,15,"['Commute', 'Electricity', 'Diet', 'Food', 'Vacation', 'Recycling']",5,11,"['Vacation', 'Commute', 'Diet', 'Electricity', 'Recycling', 'Food']",3,7,"['Vacation', 'Diet', 'Recycling', 'Food', 'Commute', 'Electricity']",2,3,"['Electricity', 'Food', 'Diet', 'Recycling', 'Commute', 'Vacation']",3,2,"['Recycling', 'Diet', 'Electricity', 'Food', 'Vacation', 'Commute']",-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.6988837,3.1,6,1975,1,1,1,3,6,1,3,2,2,1,1,1,1,6,5,2,1.5,"right-leaning",2.58333333333333,3.5,2.5,1.5,1,3.5,3.5,3.83333333333333,1.33333333333333
"143",143,"e1bktklt","62a133f31c71d01e25386981","end","2023-10-27 15:59:29.620771",47,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,4,12,"['Recycling', 'Electricity', 'Diet', 'Vacation', 'Food', 'Commute']",3,0,"['Electricity', 'Diet', 'Recycling', 'Food', 'Vacation', 'Commute']",5,6,"['Recycling', 'Commute', 'Vacation', 'Electricity', 'Food', 'Diet']",4,4,"['Food', 'Commute', 'Electricity', 'Recycling', 'Vacation', 'Diet']",7,5,"['Diet', 'Vacation', 'Electricity', 'Commute', 'Recycling', 'Food']",5,10,"['Vacation', 'Commute', 'Diet', 'Recycling', 'Electricity', 'Food']",6,2,"['Electricity', 'Diet', 'Commute', 'Vacation', 'Food', 'Recycling']",8,11,"['Vacation', 'Diet', 'Commute', 'Food', 'Electricity', 'Recycling']",5,7,"['Electricity', 'Vacation', 'Food', 'Commute', 'Diet', 'Recycling']",3,1,"['Food', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Recycling']",6,14,"['Diet', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Commute']",6,8,"['Electricity', 'Food', 'Commute', 'Vacation', 'Recycling', 'Diet']",5,3,"['Vacation', 'Electricity', 'Diet', 'Recycling', 'Food', 'Commute']",6,13,"['Commute', 'Vacation', 'Diet', 'Electricity', 'Food', 'Recycling']",7,9,"['Commute', 'Diet', 'Vacation', 'Electricity', 'Food', 'Recycling']",7,15,"['Commute', 'Recycling', 'Food', 'Electricity', 'Vacation', 'Diet']",-0.33,-0.0575,2.282,0.2726,0,0,0.9,0.6988837,3.8,6,1976,4,4,4,4,5,3,5,2,5,3,2,5,4,6,5,4,4,"right-leaning",4.08333333333333,4,3.5,4,3.5,5,4.5,5.16666666666667,3
"144",144,"7cuwrnm9","55d09e4934e9060005e5729a","end","2023-10-27 15:59:38.184266",28,"Male","Further education","< 18.000£",1,1,3,13,"['Recycling', 'Electricity', 'Diet', 'Vacation', 'Food', 'Commute']",5,14,"['Food', 'Recycling', 'Electricity', 'Diet', 'Commute', 'Vacation']",4,11,"['Recycling', 'Commute', 'Diet', 'Vacation', 'Electricity', 'Food']",2,5,"['Electricity', 'Vacation', 'Commute', 'Food', 'Diet', 'Recycling']",2,2,"['Electricity', 'Diet', 'Vacation', 'Recycling', 'Commute', 'Food']",1,0,"['Food', 'Electricity', 'Recycling', 'Vacation', 'Commute', 'Diet']",3,10,"['Recycling', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Food']",1,4,"['Commute', 'Diet', 'Recycling', 'Food', 'Electricity', 'Vacation']",2,1,"['Recycling', 'Vacation', 'Food', 'Diet', 'Electricity', 'Commute']",5,9,"['Food', 'Diet', 'Commute', 'Vacation', 'Electricity', 'Recycling']",2,6,"['Commute', 'Vacation', 'Food', 'Electricity', 'Recycling', 'Diet']",3,3,"['Recycling', 'Food', 'Commute', 'Diet', 'Electricity', 'Vacation']",3,12,"['Commute', 'Food', 'Vacation', 'Electricity', 'Diet', 'Recycling']",2,7,"['Diet', 'Food', 'Vacation', 'Electricity', 'Recycling', 'Commute']",3,8,"['Food', 'Commute', 'Recycling', 'Electricity', 'Diet', 'Vacation']",6,15,"['Food', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Recycling']",-0.44,-0.0575,3.16,0.2726,0,0,0,1.294697,4.2,6,1995,3,5,5,5,7,2,7,5,3,1,4,2,1,7,7,6,4.5,"right-leaning",4.33333333333333,4.5,6,2,3,4,6.5,5.5,3.16666666666667
"145",145,"iqarx7ty","6033aebb7228c70967a3ab43","end","2023-10-27 15:59:56.614627",33,"Male","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,6,5,"['Food', 'Diet', 'Recycling', 'Vacation', 'Commute', 'Electricity']",3,1,"['Commute', 'Diet', 'Electricity', 'Recycling', 'Vacation', 'Food']",8,15,"['Electricity', 'Food', 'Commute', 'Diet', 'Recycling', 'Vacation']",7,14,"['Electricity', 'Diet', 'Recycling', 'Vacation', 'Commute', 'Food']",7,2,"['Food', 'Vacation', 'Diet', 'Electricity', 'Recycling', 'Commute']",4,7,"['Diet', 'Food', 'Vacation', 'Commute', 'Recycling', 'Electricity']",6,11,"['Diet', 'Electricity', 'Recycling', 'Vacation', 'Commute', 'Food']",5,10,"['Diet', 'Vacation', 'Recycling', 'Electricity', 'Food', 'Commute']",6,4,"['Food', 'Diet', 'Electricity', 'Vacation', 'Commute', 'Recycling']",7,12,"['Commute', 'Vacation', 'Food', 'Electricity', 'Diet', 'Recycling']",6,3,"['Food', 'Vacation', 'Commute', 'Recycling', 'Diet', 'Electricity']",4,6,"['Vacation', 'Electricity', 'Diet', 'Commute', 'Recycling', 'Food']",5,13,"['Vacation', 'Electricity', 'Commute', 'Diet', 'Food', 'Recycling']",6,9,"['Vacation', 'Food', 'Electricity', 'Diet', 'Recycling', 'Commute']",2,0,"['Vacation', 'Food', 'Recycling', 'Diet', 'Electricity', 'Commute']",4,8,"['Electricity', 'Commute', 'Vacation', 'Food', 'Diet', 'Recycling']",-0.22,-0.0575,2.282,0.2726,0.1555,0,3.59,1.294697,7.3,3,1990,3,5,4,5,6,2,5,2,6,2,2,6,4,7,6,2,4.25,"left-leaning",4.16666666666667,4,3.5,4,4,5.5,4,6,2.33333333333333
"146",146,"rc1sim2l","63ea42db4a818f990ef95828","end","2023-10-27 15:59:57.135689",36,"Male","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,4,8,"['Diet', 'Food', 'Commute', 'Electricity', 'Vacation', 'Recycling']",2,13,"['Electricity', 'Vacation', 'Recycling', 'Food', 'Diet', 'Commute']",1,4,"['Electricity', 'Commute', 'Recycling', 'Vacation', 'Diet', 'Food']",4,11,"['Food', 'Electricity', 'Diet', 'Commute', 'Vacation', 'Recycling']",3,12,"['Electricity', 'Vacation', 'Recycling', 'Commute', 'Food', 'Diet']",4,7,"['Food', 'Commute', 'Recycling', 'Vacation', 'Diet', 'Electricity']",5,3,"['Vacation', 'Diet', 'Food', 'Electricity', 'Commute', 'Recycling']",4,14,"['Recycling', 'Food', 'Diet', 'Electricity', 'Commute', 'Vacation']",6,6,"['Electricity', 'Commute', 'Recycling', 'Vacation', 'Diet', 'Food']",5,5,"['Electricity', 'Recycling', 'Commute', 'Diet', 'Food', 'Vacation']",5,15,"['Recycling', 'Commute', 'Vacation', 'Electricity', 'Diet', 'Food']",1,0,"['Diet', 'Electricity', 'Commute', 'Food', 'Vacation', 'Recycling']",6,2,"['Electricity', 'Recycling', 'Vacation', 'Diet', 'Food', 'Commute']",3,10,"['Food', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Recycling']",2,1,"['Vacation', 'Diet', 'Food', 'Electricity', 'Commute', 'Recycling']",3,9,"['Electricity', 'Commute', 'Food', 'Vacation', 'Diet', 'Recycling']",-0.22,-0.0575,2.282,0.2726,0.6201,0,2.07,0.6988837,5.7,2,1986,5,5,5,5,6,4,6,6,7,1,2,7,4,7,7,6,5,"left-leaning",5.25,5,6,4,4.5,5.5,6.5,6.66666666666667,3.83333333333333
"147",147,"1eb74t1v","5cb9051d43630e00018afa56","end","2023-10-27 16:00:28.394029",42,"Male","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,3,3,"['Electricity', 'Recycling', 'Food', 'Commute', 'Vacation', 'Diet']",2,4,"['Electricity', 'Vacation', 'Food', 'Recycling', 'Commute', 'Diet']",6,8,"['Vacation', 'Diet', 'Food', 'Commute', 'Recycling', 'Electricity']",5,7,"['Diet', 'Recycling', 'Electricity', 'Food', 'Vacation', 'Commute']",7,12,"['Diet', 'Vacation', 'Electricity', 'Commute', 'Food', 'Recycling']",8,15,"['Electricity', 'Food', 'Commute', 'Recycling', 'Diet', 'Vacation']",1,1,"['Recycling', 'Commute', 'Electricity', 'Food', 'Vacation', 'Diet']",4,0,"['Recycling', 'Vacation', 'Diet', 'Commute', 'Food', 'Electricity']",5,11,"['Commute', 'Diet', 'Electricity', 'Food', 'Recycling', 'Vacation']",4,2,"['Electricity', 'Vacation', 'Commute', 'Recycling', 'Food', 'Diet']",7,9,"['Electricity', 'Commute', 'Recycling', 'Diet', 'Food', 'Vacation']",8,14,"['Food', 'Recycling', 'Commute', 'Vacation', 'Electricity', 'Diet']",6,10,"['Food', 'Commute', 'Vacation', 'Recycling', 'Diet', 'Electricity']",4,6,"['Food', 'Commute', 'Diet', 'Electricity', 'Recycling', 'Vacation']",6,5,"['Recycling', 'Commute', 'Electricity', 'Diet', 'Food', 'Vacation']",6,13,"['Vacation', 'Diet', 'Recycling', 'Food', 'Electricity', 'Commute']",-0.11,0,2.282,1.0872,1.11645,0.8755,3.59,1.294697,10.1,9,1981,2,2,1,2,3,1,5,5,3,3,1,5,6,6,3,3,1.75,"right-leaning",3.66666666666667,2,5,3,3,6,3,4.16666666666667,3.16666666666667
