"","participant.id_in_session","participant.code","participant.label","participant._current_page_name","participant.time_started_utc","age","gender","education","income","dataScience","dataTeach","1.player.rating0","1.player.vignetteNumber","1.player.order_behavior_types","2.player.rating0","2.player.vignetteNumber","2.player.order_behavior_types","3.player.rating0","3.player.vignetteNumber","3.player.order_behavior_types","4.player.rating0","4.player.vignetteNumber","4.player.order_behavior_types","5.player.rating0","5.player.vignetteNumber","5.player.order_behavior_types","6.player.rating0","6.player.vignetteNumber","6.player.order_behavior_types","7.player.rating0","7.player.vignetteNumber","7.player.order_behavior_types","8.player.rating0","8.player.vignetteNumber","8.player.order_behavior_types","9.player.rating0","9.player.vignetteNumber","9.player.order_behavior_types","10.player.rating0","10.player.vignetteNumber","10.player.order_behavior_types","11.player.rating0","11.player.vignetteNumber","11.player.order_behavior_types","12.player.rating0","12.player.vignetteNumber","12.player.order_behavior_types","13.player.rating0","13.player.vignetteNumber","13.player.order_behavior_types","14.player.rating0","14.player.vignetteNumber","14.player.order_behavior_types","15.player.rating0","15.player.vignetteNumber","15.player.order_behavior_types","16.player.rating0","16.player.vignetteNumber","16.player.order_behavior_types","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.electricity","total_co2","conservative_liberal","age_year","climate_change_concern1","climate_change_concern2","climate_change_concern3","climate_change_concern4","policy_item1","policy_item2","policy_item3","policy_item4","policy_item5","policy_item6","policy_item7","policy_item8","policy_item9","policy_item10","policy_item11","policy_item12","cc_concern.mean","conservative_liberal.binary","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","policies.subsidies","policies.taxes"
"233",233,"qgdeiohn","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",234,"mdk4nofi","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",235,"uaor9vc8","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",236,"tobn5s61","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,"jutwpsj7","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",238,"3jc4vxtj","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",239,"ax4ioohp","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",240,"4vpriw3o","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",241,"oywlnzwm","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",242,"dg2vymta","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",243,"8av4shuh","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",244,"fmj38erx","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",245,"h0r9d0if","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",246,"ikhctzbq","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",247,"f5ai1kbh","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",248,"v0qvdk2e","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",249,"be4bdxpg","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",250,"vzlwxpim","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",251,"nktkv9sf","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",252,"ihf1qb8v","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",253,"55hux5z8","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",254,"qag51f8f","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",255,"1fzhduat","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",256,"5jusfx8b","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",257,"8nnzp3j7","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",258,"vvgcbiz8","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",259,"2bvc27al","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",260,"0gkccy74","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",261,"grapy9ij","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",262,"rvxkagry","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",263,"h7778b0o","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",264,"wkds9c9f","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",265,"6x77xrp3","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",266,"bprzl0q0","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",267,"71vd5x1n","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",268,"as741cpc","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",269,"m6b3noox","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",270,"qknr5eeo","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",271,"yh9c6tjg","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",272,"18pk8vbs","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,"nzwi2hdy","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",274,"higsgin9","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",275,"bvhqaixe","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",276,"z6gn26ds","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",277,"hjp71y0n","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",278,"w5wwar0f","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",279,"j9w9ryt9","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",280,"yeq1cwps","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",281,"cw5ysm3p","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",282,"tdvrxj6a","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",283,"6r0z8lfo","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
