"","participant.label","(Intercept)","high.impact","low.impact","diff","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car.sub","policy.car.tax","policy.flying.sub","policy.flying.tax","policy.RE.sub","policy.RE.tax","policy.meat.tax","policy.meat.sub","policy.recycle.tax","policy.recycle.sub","policy.regional_food.sub","policy.regional_food.tax","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"141","61289487d8a63660ac5b1b9e",3.04619490585519,0.532824029806322,0.507488199540287,0.03,"Male",32,"23.001£ to 30.500£","Further education",3.75,4.2,"right-leaning",6,7,5,6,1,7,1,2,6,2,7,7,2,4.41666666666667,6,3.5,4,4,4.5,4.5,0.6988837,0,-0.0575,2.282,1.0872,0.1555,0.0729,0.36,0.1142
"142","612dcfb8c22343ecae65b26b",1.28041595966367,0.886406988549023,1.2997245405244,-0.41,"Male",49,"30.501£ to 45.000£","Further education",5.25,4,"left-leaning",5,7,2,6,2,7,1,1,2,5,7,7,6,4.41666666666667,4.5,4,4,1.5,6,6.5,0.6988837,-0.33,-0.0575,1.234,2.0414,0.1555,0.2909,0,0.2232
"143","613a39b4ebe56cbaf3dbfdc7",1.94790968467719,0.687092312328116,0.900387990009821,-0.21,"Female",34,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,4,"left-leaning",1,7,5,6,5,7,6,7,7,5,7,7,7,6.33333333333333,6,5.5,6.5,7,6,7,0.6988837,0,-0.0575,1.053,0,0.1555,0.0729,2.07,0.1142
"144","6147568a852e8ede83722b7e",2.39987825659445,0.489990643170833,0.708539338233247,-0.22,"Male",30,"30.501£ to 45.000£","Compulsory education",3.75,7.1,"left-leaning",5,3,3,4,3,3,4,3,3,4,3,3,4,3.33333333333333,3,3.5,3.5,3,3.5,3.5,1.294697,-0.11,-0.0575,2.282,1.0872,1.11645,0.5463,0.9,0.831375
"145","6149a0903f726fd4d9b1df7f",1.36668765689746,0.756263686194202,0.999380776354767,-0.24,"Male",62,"> 45.001£","Compulsory education",4,7.9,"left-leaning",5,5,2,4,2,6,2,2,5,5,7,5,3,4,3.5,3,4,3.5,6,4,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,3.59,0
"146","615f09d51152027754156b2b",2.8982628424465,0.681902649530575,0.866759787173872,-0.18,"Male",53,"< 18.000£","Higher education (Bachelor, Master, PhD)",4,3,"left-leaning",5,6,1,5,5,2,1,1,6,2,6,6,3,3.66666666666667,3.5,5,1.5,3.5,4,4.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0.36,0
"147","61605d5958194ce00c7b9c91",2.80881569993461,0.631633466188037,0.788821522706512,-0.16,"Female",38,"18.000£ to 23.000£","Further education",4.75,3.8,"left-leaning",5,7,2,5,2,6,2,2,6,2,6,6,3,4.08333333333333,4.5,3.5,4,4,4,4.5,1.294697,0,-0.0575,2.282,0.2726,0,0,0.36,0
"148","61f2ae2da09e72f23cbafa4f",7.24223043498913,-0.309572600406332,-0.887337959143988,0.58,"Male",25,"< 18.000£","Higher education (Bachelor, Master, PhD)",4,4.7,"left-leaning",5,5,4,4,3,4,5,6,5,4,5,6,5,4.66666666666667,4.5,3.5,4.5,5.5,4.5,5.5,1.294697,0,-0.0575,3.16,0.2726,0,0,0,0
"149","61fa9016d42cb19beec49061",1.65454139255274,0.736289554928458,1.11745489945977,-0.38,"Male",50,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,6.5,"left-leaning",5,7,5,7,2,5,4,3,3,5,6,3,4,4.5,6,4.5,4.5,3,5.5,3.5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,3.59,0.1142
"150","61fa9090d42cb19beec49175",3.02257136535791,0.427113999690374,0.541919411328027,-0.11,"Female",29,"23.001£ to 30.500£","Further education",5.5,3.3,"left-leaning",4,6,5,5,5,4,1,1,2,1,5,5,1,3.41666666666667,5.5,5,2.5,1.5,3,3,1.294697,-0.22,-0.0575,2.282,0,0,0,0,0
"151","62029b31ef1cb18a1337c7be",1.05219165896867,0.450790901830427,0.749402631775233,-0.3,"Female",49,"< 18.000£","Further education",5.25,4.3,"left-leaning",5,4,1,4,4,2,1,1,4,2,7,4,1,2.91666666666667,2.5,4,1.5,2.5,4.5,2.5,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,0,0
"152","6274f9115634950cf5970f1c",2.3802118584866,0.983917573287625,1.36765152021641,-0.38,"Male",43,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,1.5,"left-leaning",1,6,7,5,7,6,3,7,6,5,6,4,5,5.58333333333333,6.5,6,4.5,6.5,5.5,4.5,0.6988837,-0.22,-0.0575,1.053,0,0,0.0729,0,0.03645
"153","6277fb597942c07d74b16b98",2.72228255915916,0.527428327361992,0.755259537336405,-0.23,"Female",33,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,10.5,"left-leaning",3,7,6,7,5,7,6,7,6,5,7,7,7,6.41666666666667,6.5,6,6.5,6.5,6,7,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,6.74,0.1142
"154","627e76aae54a59191fa81f08",2.52304489895601,0.775265257255403,1.13405520299144,-0.36,"Female",22,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5.5,4.8,"left-leaning",2,7,6,5,4,5,6,5,5,6,7,6,6,5.66666666666667,6.5,4.5,5.5,5,6.5,6,1.294697,-0.11,-0.0575,1.431,1.0872,0.1555,0.0729,0.9,0.1142
"155","62a0f6d97132dba61b6ea5b1",2.06181406825974,0.949298759508698,1.28028182545758,-0.33,"Male",31,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,5.9,"left-leaning",5,7,5,7,5,7,5,4,6,5,6,6,5,5.66666666666667,6,6,6,5,5.5,5.5,0.6988837,-0.22,-0.0575,2.282,1.0872,0,0,2.07,0
"156","62a133f31c71d01e25386981",2.9075251012255,0.704970816434566,0.912381816484308,-0.21,"Female",47,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,3.8,"right-leaning",6,5,3,5,2,5,3,2,5,4,6,5,4,4.08333333333333,4,3.5,4,3.5,5,4.5,0.6988837,-0.33,-0.0575,2.282,0.2726,0,0,0.9,0
"157","62b0a3fa60084743d22ad31c",2.28025322309244,0.893149796961567,1.11717020581682,-0.22,"Female",33,"18.000£ to 23.000£","Further education",5,8.4,"left-leaning",5,5,4,2,1,7,1,1,1,5,7,3,3,3.33333333333333,4.5,1.5,4,1,6,3,1.294697,-0.22,-0.0575,2.282,4.0896,0,0.0729,0.9,0.03645
"158","62b5d90d09660072824f68cf",2.74882010139288,0.579202401994431,0.765204604645916,-0.19,"Male",37,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5,5.3,"left-leaning",3,7,2,6,3,6,3,3,6,3,5,7,5,4.66666666666667,4.5,4.5,4.5,4.5,4,6,0.6988837,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,2.07,0.1142
"159","62b84bc871daedd6295f2a55",2.70969076511384,0.647092923584074,0.874726991075054,-0.23,"Female",55,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,6.3,"left-leaning",5,6,1,4,2,6,1,1,5,1,5,5,1,3.16666666666667,3.5,3,3.5,3,3,3,0.6988837,-0.11,-0.0575,1.431,4.0896,0.1555,0.0729,0,0.1142
"160","62bcbc7df297dff85dfa7857",3.37744593366902,0.682126688544035,0.809296190100218,-0.13,"Male",61,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,7.7,"right-leaning",6,6,2,4,1,6,1,1,6,2,5,6,2,3.5,4,2.5,3.5,3.5,3.5,4,0.6988837,-0.11,-0.0575,2.282,1.0872,0.1555,0.0729,3.59,0.1142
"161","62c7e2035db496124cf69b56",4.2177471302054,0.740694697801576,0.898496167846918,-0.16,"Female",45,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.75,4.6,"left-leaning",4,6,4,2,2,6,2,1,7,7,7,7,4,4.58333333333333,5,2,4,4,7,5.5,0.1031,-0.11,-0.0575,2.282,0.2726,0,0.0729,2.07,0.03645
"162","62d133d8355730e56a6722dc",3.16800759407367,0.526995376814286,0.684124089511663,-0.16,"Male",33,"> 45.001£","Further education",5.5,5.5,"right-leaning",7,4,3,5,4,5,1,2,3,4,5,5,3,3.66666666666667,3.5,4.5,3,2.5,4.5,4,1.294697,-0.33,-0.0575,2.282,0.2726,0,0,2.07,0
"163","62e154b0682e270b4acdf5ee",1.56577122711239,0.831572005124221,1.16395662238582,-0.33,"Male",32,"23.001£ to 30.500£","Further education",2.75,3.3,"left-leaning",5,4,3,5,2,5,3,1,6,2,5,5,2,3.58333333333333,3.5,3.5,4,3.5,3.5,3.5,1.294697,-0.33,-0.0575,2.282,0,0.1555,0,0,0.07775
"164","62e98117d8254c5e98e64592",4.09733776607843,0.440808528049707,0.305409786811251,0.14,"Female",51,"> 45.001£","Further education",3,10,"right-leaning",6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.294697,-0.22,-0.0575,2.282,0,0,0,6.74,0
"165","62fb794d58e8f2902c9a5f13",3.72544935785425,0.391438372648464,0.407615719579732,-0.02,"Female",26,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,4.8,"left-leaning",3,6,2,4,2,4,4,2,2,2,4,4,5,3.41666666666667,4,3,4,2,3,4.5,1.294697,-0.22,-0.0575,1.431,0.2726,0,0,2.07,0
"166","62fb7bd5e0c65f772ce189c8",2.5754430063519,0.733261772981982,1.02950535021706,-0.3,"Female",47,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,1.5,"left-leaning",4,5,7,5,7,7,5,7,7,7,6,7,7,6.41666666666667,6,6,6,7,6.5,7,0.1031,-0.11,-0.0575,1.053,0.2726,0.1555,0.0729,0,0.1142
"167","62fcedae37fcdac16269c7f0",0.979604266381615,0.518024433858905,0.845253167453288,-0.33,"Male",20,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,3.8,"left-leaning",5,7,1,5,1,6,1,2,5,1,7,7,3,3.83333333333333,4,3,3.5,3.5,4,5,0.6988837,-0.33,-0.0575,2.282,0.2726,0,0,0.9,0
"168","631121b9300114184c43848c",1.59730307224559,0.669246935067555,0.926267465121698,-0.26,"Male",42,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3.5,4,"left-leaning",3,5,2,5,5,6,1,1,7,2,7,7,2,4.16666666666667,3.5,5,3.5,4,4.5,4.5,1.294697,0,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"169","631625a868c124694850420c",2.4910948867793,0.742566285947411,0.825891815341083,-0.08,"Male",22,"< 18.000£","Further education",2.25,3.2,"right-leaning",6,6,3,4,2,5,1,1,5,3,5,4,3,3.5,4.5,3,3,3,4,3.5,1.294697,-0.33,-0.0575,2.282,0,0,0,0,0
"170","6319fb160fc7f174e5861d1d",1.92095660891358,0.724115045338241,1.09990868484665,-0.38,"Female",37,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5,7.4,"right-leaning",6,6,2,4,2,6,2,2,5,2,6,6,2,3.75,4,3,4,3.5,4,4,0.6988837,-0.22,0,2.282,1.0872,0,0,3.59,0
"171","634825209775febdbe9c9825",1.59428435046935,0.449510049553985,0.759932231859427,-0.31,"Male",46,"23.001£ to 30.500£","Further education",6,2.5,"left-leaning",3,7,3,4,1,7,1,1,7,1,7,7,1,3.91666666666667,5,2.5,4,4,4,4,0.1031,0,-0.0575,2.282,0,0.1555,0,0,0.07775
"172","637f7c23658dbd7bcdd9e193",2.18045131120013,0.763057620819301,1.07863568679195,-0.32,"Male",19,"< 18.000£","Further education",2.75,7,"right-leaning",8,7,1,6,1,6,2,1,6,2,5,7,2,3.83333333333333,4,3.5,4,3.5,3.5,4.5,1.294697,-0.33,-0.0575,2.282,0,0.1555,0.0729,3.59,0.1142
"173","637f8e8b4aab8c4f8af7e09b",1.93229916885563,0.587020023036629,0.853520210486202,-0.27,"Male",49,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.5,4.9,"left-leaning",5,7,1,4,2,5,2,2,7,4,7,7,2,4.16666666666667,4,3,3.5,4.5,5.5,4.5,0.6988837,-0.11,-0.0575,1.053,3.27168,0,0,0,0
"174","637fa9a2ca0c2fa078910c4b",3.4946798525179,0.801600372598543,1.02410054249889,-0.22,"Male",36,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,3.8,"right-leaning",7,5,3,4,3,6,3,2,5,5,6,4,2,4,4,3.5,4.5,3.5,5.5,3,1.294697,0,-0.0575,2.282,0.2726,0,0,0.36,0
"175","6380e6f4701835df21c0d764",1.98568506681314,0.32809852366187,0.541985628793868,-0.21,"Male",39,"> 45.001£","Further education",1,5.4,"left-leaning",4,7,1,4,1,7,1,1,1,1,7,7,1,3.25,4,2.5,4,1,4,4,0.1031,-0.22,-0.0575,2.282,3.27168,0,0,0,0
"176","63a445e39a2fcc9bc2558d74",1.78119166016885,0.555686157063522,0.834509769482788,-0.28,"Male",69,"18.000£ to 23.000£","Compulsory education",6,2.6,"left-leaning",5,6,2,6,3,7,3,3,6,6,6,6,4,4.83333333333333,4,4.5,5,4.5,6,5,0.6988837,-0.33,-0.0575,1.234,1.0872,0,0,0,0
"177","63c014d48a1fb74f916f4158",2.04927164416285,0.47214526591027,0.734418813345124,-0.26,"Female",59,"< 18.000£","Further education",6,1,"left-leaning",3,7,6,5,5,6,4,6,5,5,5,5,6,5.41666666666667,6.5,5,5,5.5,5,5.5,0.1031,-0.22,-0.0575,1.053,0,0.1555,0,0,0.07775
"178","63ced8d2c8d001d1d5057196",2.8458647350506,0.723906133803996,0.971309639948256,-0.25,"Male",43,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,11,"left-leaning",4,7,5,5,4,6,6,6,6,6,6,6,6,5.75,6,4.5,6,6,6,6,0.6988837,-0.11,-0.0575,1.431,2.0414,0.1555,0.0729,6.74,0.1142
"179","63d141f040c855b7fb494d13",3.99415694897138,1.05026720485402,1.09729521668658,-0.05,"Female",31,"30.501£ to 45.000£","Further education",3.25,6.9,"right-leaning",6,4,1,1,1,5,1,1,5,1,7,7,5,3.25,2.5,1,3,3,4,6,1.294697,-0.44,-0.0575,2.282,0.2726,0,0,3.59,0
"180","63d148b0da246ce02c8bd22b",1.57628271999467,0.87207059810774,1.33649967231805,-0.46,"Female",31,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,4.1,"left-leaning",2,6,6,6,5,7,4,7,7,3,7,7,4,5.75,6,5.5,5.5,7,5,5.5,1.294697,-0.11,-0.0575,0.955,1.0872,0,0,0.9,0
"181","63d69163ecd60f16ced6c9c4",1.09543486113899,0.943212940657315,1.47650801091625,-0.53,"Male",26,"< 18.000£","Further education",4.25,3.5,"left-leaning",5,3,2,6,4,6,1,1,7,1,6,6,3,3.83333333333333,2.5,5,3.5,4,3.5,4.5,1.294697,-0.22,0,2.282,0,0.1555,0,0,0.07775
"182","63d79c350c185ab8036d2a68",3.95466144911088,0.61013644426572,0.750952899410954,-0.14,"Male",34,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,1.9,"left-leaning",1,6,7,7,7,7,1,5,6,6,7,7,7,6.08333333333333,6.5,7,4,5.5,6.5,7,0.6988837,0,-0.0575,1.053,0,0.1555,0.0729,0.36,0.1142
"183","63e52aac7a653a43be0247aa",1.8537790527559,0.488452625035045,0.738659233804734,-0.25,"Male",34,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,3.5,"left-leaning",3,6,6,3,5,6,5,5,4,5,7,4,5,5.08333333333333,6,4,5.5,4.5,6,4.5,1.294697,0,-0.0575,2.282,0,0,0,0.36,0
"184","63e538e14e8b1ae8b460d8bf",2.70776455393903,0.484110863966241,0.623365983059851,-0.14,"Male",37,"> 45.001£","Further education",6,2.2,"left-leaning",1,7,7,7,5,7,1,7,7,7,7,7,7,6.33333333333333,7,6,4,7,7,7,0.1031,-0.33,-0.0575,1.234,0.2726,0,0.0729,0.9,0.03645
"185","63ea42db4a818f990ef95828",1.69517877296309,0.63635705159199,0.713440976131359,-0.08,"Male",36,"> 45.001£","Higher education (Bachelor, Master, PhD)",5,5.7,"left-leaning",2,6,4,6,6,7,1,2,7,4,7,7,6,5.25,5,6,4,4.5,5.5,6.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0.6201,0,2.07,0.31005
"186","63ea95f2da4247bb899a1119",1.59589974815409,0.974961757811458,1.34271795618599,-0.37,"Female",37,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,3.6,"left-leaning",4,6,4,4,2,6,3,3,6,6,6,6,4,4.66666666666667,5,3,4.5,4.5,6,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"187","63f77cac11a2ddb8e7276c44",6.30785659013646,0.587531482867866,0.404341033981159,0.18,"Female",62,"< 18.000£","Further education",4.25,5,"right-leaning",6,6,1,1,1,3,1,1,1,1,5,5,1,2.25,3.5,1,2,1,3,3,1.294697,0,-0.0575,1.431,0.2726,0,0,2.07,0
"188","6421c5ce0498d13b6d20419c",3.75157136655809,0.532009254923469,0.627026549035583,-0.1,"Female",32,"23.001£ to 30.500£","Further education",5,4.1,"left-leaning",5,5,4,5,5,6,2,2,5,4,6,4,5,4.41666666666667,4.5,5,4,3.5,5,4.5,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.9,0
"189","6480c46e98f143d5415295e1",4.59462984132906,0.575965708513711,0.548656010504807,0.03,"Male",62,"< 18.000£","Compulsory education",2.25,4.4,"right-leaning",6,4,1,4,4,6,1,1,3,5,7,5,4,3.75,2.5,4,3.5,2,6,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0,0
"190","64835b5840bc93bf8c400aeb",2.82427212576794,1.05485100430296,1.37906081391622,-0.32,"Female",58,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5.75,3.3,"right-leaning",6,6,5,6,6,6,3,6,6,6,6,6,6,5.66666666666667,5.5,6,4.5,6,6,6,1.294697,-0.22,-0.0575,1.234,1.0872,0,0,0,0
"191","64842953934f4be66c7f6fc2",7.06760410584488,-0.172943655498312,-0.749958234194644,0.58,"Female",54,"> 45.001£","Compulsory education",4.75,8.9,"left-leaning",5,6,4,3,4,4,3,5,2,4,6,2,4,3.91666666666667,5,3.5,3.5,3.5,5,3,1.294697,-0.22,-0.0575,3.16,1.0872,0,0,3.59,0
"192","64fb2212b9a3b757d0d70767",2.54599146238174,0.73542365383305,0.975184003810293,-0.24,"Female",57,"30.501£ to 45.000£","Further education",6,1.6,"right-leaning",6,7,5,6,7,7,7,7,7,7,7,7,7,6.75,6,6.5,7,7,7,7,0.6988837,-0.33,-0.0575,1.053,0.2726,0,0,0,0
"193","651be6560ce8a69af588fb31",2.927452942875,0.445392327498641,0.58717538404089,-0.14,"Male",54,"> 45.001£","Further education",5,4.1,"right-leaning",6,7,1,6,2,5,2,1,5,2,4,6,6,3.91666666666667,4,4,3.5,3,3,6,0.6988837,0,-0.0575,2.282,1.0872,0,0.0729,0.36,0.03645
"194","651c11304182690d4a93ef00",1.4196580213251,0.586138994462006,0.897311956808772,-0.31,"Male",62,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,2.4,"left-leaning",4,7,3,6,6,6,2,3,6,3,6,6,3,4.75,5,6,4,4.5,4.5,4.5,0.1031,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"195","652c3417a11e952e735149b6",1.91486716189906,0.597638515124389,0.677250377112398,-0.08,"Female",44,"30.501£ to 45.000£","Further education",6,6.8,"right-leaning",10,5,5,7,1,7,1,2,1,2,5,3,2,3.41666666666667,5,4,4,1.5,3.5,2.5,0.6988837,-0.11,-0.0575,3.16,1.0872,0,0,2.07,0
"196","653bb95b0268ecbcadfb3c08",1.29274631016733,0.532393951146074,0.846351337246008,-0.31,"Female",48,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.2,"left-leaning",4,7,2,4,6,7,2,5,7,5,7,6,6,5.33333333333333,4.5,5,4.5,6,6,6,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.36,0
